DOI,Tortured Phrases,filename
10.1109/iccic.2014.7238472,remaining vitality • steering convention,iccic.2014.7238472.pdf
10.1109/icgtspicc.2016.7955285,Fourier change • Wavelet change,icgtspicc.2016.7955285.pdf
10.1109/iccsp.2016.7754303,likelihood appropriation • self sorting out,iccsp.2016.7754303.pdf
10.1109/iceca.2017.8203719,Wavelet change • plant ailments,iceca.2017.8203719.pdf
10.1109/ccaa.2017.8230015,steering convention • versatile hub,ccaa.2017.8230015.pdf
10.1109/aupec.2017.8282390,savvy lattice • vitality utilization,aupec.2017.8282390.pdf
10.1109/icassda.2018.8477624,convolutional neural system • profound neural system,icassda.2018.8477624.pdf
10.1109/ucet.2019.8881884,high-exactness • profound learning AND deep learning,ucet.2019.8881884.pdf
10.1109/iss1.2019.8907945,choice tree • innocent Bayes,iss1.2019.8907945.pdf
10.1109/ispec48194.2019.8975223,as pursues • whatever remains of the paper,ispec48194.2019.8975223.pdf
10.1109/iccike47802.2019.9004230,choice tree • relapse tree,iccike47802.2019.9004230.pdf
10.1109/confluence47617.2020.9057935,crude information • preparing information AND (training set OR training dataset),confluence47617.2020.9057935.pdf
10.1109/icrito48877.2020.9197936,customary strategies • territory of intrigue,icrito48877.2020.9197936.pdf
10.1109/inmic50486.2020.9318168,pre-handling • sign to clamor,inmic50486.2020.9318168.pdf
10.1109/ojcoms.2020.2989925,genuine negative TN~5 • genuine positive TP~5,ojcoms.2020.2989925.pdf
10.1109/icacdot.2016.7877730,blunder rate • highlight extraction,icacdot.2016.7877730.pdf
10.1109/iotais.2018.8600891,highlight extraction • working framework AND operating system,iotais.2018.8600891.pdf
10.1109/i-smac.2018.8653736,locale of intrigue • square blunder,i-smac.2018.8653736.pdf
10.1109/ic3iot.2018.8668186,area of intrigue • gatherings clustering~10,ic3iot.2018.8668186.pdf
10.1109/comitcon.2019.8862211,vitality effective • vitality utilization,comitcon.2019.8862211.pdf
10.1109/icaccp.2019.8882976,as pursues • wellness esteem,icaccp.2019.8882976.pdf
10.1109/icait47043.2019.8987282,as pursues • specially appointed system,icait47043.2019.8987282.pdf
10.1109/icacs47775.2020.9055949,as pursues • directing convention,icacs47775.2020.9055949.pdf
10.1109/iccmc48092.2020.iccmc-000143,choice tree • information digging,iccmc48092.2020.iccmc-000143.pdf
10.1109/ic-etite47903.2020.485,shrewd city • vitality effective,ic-etite47903.2020.485.pdf
10.1109/icscan49426.2020.9262426,choice emotionally supportive • computerized reasoning,icscan49426.2020.9262426.pdf
10.1109/iceca49313.2020.9297576,K-closest neighbors • driving reason,iceca49313.2020.9297576.pdf
10.1109/icccsp49186.2020.9315260,content-to-discourse • district of intrigue,icccsp49186.2020.9315260.pdf
10.1109/access.2020.3040421,prescient capacity • prescient model,access.2020.3040421.pdf
10.1109/icaccs51430.2021.9441996,man-made reasoning • programming bundle,icaccs51430.2021.9441996.pdf
10.1109/icatcct.2016.7912029,K-closest neighbors • convolution neural system,icatcct.2016.7912029.pdf
10.1109/iced.2016.7804676,sign to commotion • time and recurrence space,iced.2016.7804676.pdf
10.1109/icacci.2017.8126176,exactness accuracy~5 • high-exactness,icacci.2017.8126176.pdf
10.1109/ecai.2017.8166485,Alzheimer's sickness • maturing populace,ecai.2017.8166485.pdf
10.1109/sai.2017.8252132,computerized reasoning • preparing information AND (training set OR training dataset),sai.2017.8252132.pdf
10.1109/icaset.2018.8376890,highlights are extricated • sedate conveyance,icaset.2018.8376890.pdf
10.1109/icisc.2018.8398878,K-closest neighbors • gatherings clustering~10,icisc.2018.8398878.pdf
10.1109/icisc.2018.8399069,K-closest neighbors • discourse acknowledgement OR discourse acknowledgment,icisc.2018.8399069.pdf
10.1109/icssit.2018.8748850,steering convention • versatile hub,icssit.2018.8748850.pdf
10.1109/iccmc.2019.8819790,facial acknowledgement OR facial acknowledgment • high-exactness,iccmc.2019.8819790.pdf
10.1109/icsss.2019.8882858,pre-handling • pre-preparing,icsss.2019.8882858.pdf
10.1109/icces48766.2020.9138060,tainted patients • social removing AND COVID,icces48766.2020.9138060.pdf
10.1109/incet49848.2020.9154157,exactness accuracy~5 • preparing information AND (training set OR training dataset),incet49848.2020.9154157.pdf
10.1109/iccsp48568.2020.9182451,plant ailments • support vector device,iccsp48568.2020.9182451.pdf
10.1109/icssit48917.2020.9214235,bosom malignancy • exactness esteem,icssit48917.2020.9214235.pdf
10.1109/access.2020.3006443,outwardly debilitated • shrouded layer,access.2020.3006443.pdf
10.1109/icacite51222.2021.9404583,maturing populace • shrewd gadget,icacite51222.2021.9404583.pdf
10.1109/icrest51555.2021.9331214,K-closest neighbors • preparation information,icrest51555.2021.9331214.pdf
10.1109/eit.2015.7293333,arbitrary woodland • circulatory framework,eit.2015.7293333.pdf
10.1109/inventive.2016.7830102,information distribution center • worldwide parameters,inventive.2016.7830102.pdf
10.1109/iccsp.2017.8286697,vitality sparing • vitality utilization,iccsp.2017.8286697.pdf
10.1109/mintc.2018.8363160,coronary illness • information recuperation,mintc.2018.8363160.pdf
10.1109/iot-siu.2018.8519842,specially appointed system • vitality utilization,iot-siu.2018.8519842.pdf
10.1109/icedss.2018.8544272,enlistment engine • wavelet decay,icedss.2018.8544272.pdf
10.1109/upcon.2018.8597050,as pursues • pre-preparing,upcon.2018.8597050.pdf
10.1109/cesys.2018.8724084,highlights are extricated • k-implies bunching,cesys.2018.8724084.pdf
10.1109/cesys.2018.8723885,counterfeit neural • hyper ghastly,cesys.2018.8723885.pdf
10.1109/icaccs.2019.8728305,as pursues • illustrations preparing unit,icaccs.2019.8728305.pdf
10.1109/iceca.2019.8822150,heart assault • restorative experts,iceca.2019.8822150.pdf
10.1109/iciip47207.2019.8985779,enlarged reality • increased reality AND 3D,iciip47207.2019.8985779.pdf
10.1109/i-smac47947.2019.9032428,convolutional neural system • information stockroom,i-smac47947.2019.9032428.pdf
10.1109/ic4me247184.2019.9036555,pre-handling • programming bundle,ic4me247184.2019.9036555.pdf
10.1109/icces48960.2019.9068154,concealed layer • preparation stage AND training stage,icces48960.2019.9068154.pdf
10.1109/dese.2019.00156,inertial estimation unit • mind waves,dese.2019.00156.pdf
10.1109/spin48934.2020.9071240,bosom growth • bosom malignancy,spin48934.2020.9071240.pdf
10.1109/icoei48184.2020.9142878,Wavelet change • morphological administrator,icoei48184.2020.9142878.pdf
10.1109/icesc48915.2020.9155839,crude information • exactness accuracy~5,icesc48915.2020.9155839.pdf
10.1109/idea49133.2020.9170720,Mel Recurrence Cepstral • pre-handling,idea49133.2020.9170720.pdf
10.1109/iccsp48568.2020.9182170,choice tree • help vector machine,iccsp48568.2020.9182170.pdf
10.1109/icsc48311.2020.9182766,information digging • straight relapse,icsc48311.2020.9182766.pdf
10.1109/icsss49621.2020.9202163,optical character acknowledgment • speech acknowledgment AND speech recognition,icsss49621.2020.9202163.pdf
10.1109/icccnt49239.2020.9225499,exactness accuracy~5 • pre-handling,icccnt49239.2020.9225499.pdf
10.1109/icwt50448.2020.9243625,facial highlights • feeling acknowledgment,icwt50448.2020.9243625.pdf
10.1109/icscan49426.2020.9262414,hereditary calculation • highlight extraction,icscan49426.2020.9262414.pdf
10.1109/icstcee49637.2020.9276802,heart ailments • heart sickness,icstcee49637.2020.9276802.pdf
10.1109/isssc50941.2020.9358890,counterfeit news • highlight extraction,isssc50941.2020.9358890.pdf
10.1109/wiecon-ece52138.2020.9397990,pre-handling • pre-preparing,wiecon-ece52138.2020.9397990.pdf
10.1109/iciptm52218.2021.9388356,counterfeit news • fake neural,iciptm52218.2021.9388356.pdf
10.1109/icais50930.2021.9395784,move learning AND transfer learning • profound learning AND deep learning,icais50930.2021.9395784.pdf
10.1109/icaccs51430.2021.9441788,fake neural • profound learning AND deep learning,icaccs51430.2021.9441788.pdf
10.1109/icces51350.2021.9489111,repetitive neural networks • profound learning AND deep learning,icces51350.2021.9489111.pdf
10.23919/mipro52101.2021.9596673,exactness accuracy~5 • prescient exactness,mipro52101.2021.9596673.pdf
10.1109/access.2021.3114306,kidney ailments • super vector machine,access.2021.3114306.pdf
10.1109/icoac.2015.7562786,insusceptible framework • resistant framework,icoac.2015.7562786.pdf
10.1109/cesys.2016.7889898,high-exactness • sensor disappointment,cesys.2016.7889898.pdf
10.1109/iceice.2017.8191894,specially appointed system • vitality utilization,iceice.2017.8191894.pdf
10.1109/wispnet.2017.8299874,principal part investigation • back spread AND neural,wispnet.2017.8299874.pdf
10.1109/icpcsi.2017.8391828,directing convention • steering convention,icpcsi.2017.8391828.pdf
10.1109/iccubea.2017.8463824,choice tree • preparation dataset,iccubea.2017.8463824.pdf
10.1109/netact.2017.8076738,caliber of administration • vitality utilization,netact.2017.8076738.pdf
10.1109/icca-ticet.2018.8726203,preparing database • prescient model,icca-ticet.2018.8726203.pdf
10.1109/icomet.2019.8673468,shrewd home • brilliant AND keen AND savvy AND shrewd,icomet.2019.8673468.pdf
10.1109/smartcomp.2019.00053,vitality utilization • youthful grown-ups,smartcomp.2019.00053.pdf
10.1109/iccci.2019.8822014,arrangement errands • backslide model,iccci.2019.8822014.pdf
10.1109/vitecon.2019.8899453,as pursues • whatever remains of the paper,vitecon.2019.8899453.pdf
10.1109/icasert.2019.8934590,enlistment engine • vitality utilization,icasert.2019.8934590.pdf
10.1109/peeic47157.2019.8976524,ozone harming substance • p-n intersection,peeic47157.2019.8976524.pdf
10.1109/icssit46314.2019.8987815,choice tree • man-made reasoning,icssit46314.2019.8987815.pdf
10.1109/icicict46008.2019.8993260,convolutional neural system • profound learning AND deep learning,icicict46008.2019.8993260.pdf
10.1109/icsmartgrid48354.2019.8990675,counterfeit neural • fluffy rationale,icsmartgrid48354.2019.8990675.pdf
10.1109/iccike47802.2019.9004412,nourishment bundling • poisonous impacts,iccike47802.2019.9004412.pdf
10.1109/icces45898.2019.9002400,concealed layer • convolutional neural system,icces45898.2019.9002400.pdf
10.1109/iccs45141.2019.9065776,observational examination • shrewd contract,iccs45141.2019.9065776.pdf
10.1109/iccs45141.2019.9065874,flag to clamor • pre-handling,iccs45141.2019.9065874.pdf
10.1109/icitaet47105.2019.9170147,district of intrigue • mind tumor,icitaet47105.2019.9170147.pdf
10.1109/tits.2019.2903173,conventional steering • conventional steering AND routing,tits.2019.2903173.pdf
10.1109/icces48766.2020.9137955,highlight extraction • irregular timberland,icces48766.2020.9137955.pdf
10.1109/vlsidcs47293.2020.9179956,directing convention • steering convention,vlsidcs47293.2020.9179956.pdf
10.1109/icabcd49160.2020.9183874,affiliation rule mining • man-made brainpower,icabcd49160.2020.9183874.pdf
10.1109/icssit48917.2020.9214170,concealed layer • shrouded layer,icssit48917.2020.9214170.pdf
10.1109/ismsit50672.2020.9254675,shrewd home • vitality bills,ismsit50672.2020.9254675.pdf
10.1109/raeecs50817.2020.9265768,hereditary algorithm • highlight extraction,raeecs50817.2020.9265768.pdf
10.1109/dasa51403.2020.9317291,exactness accuracy~5 • tainted patients,dasa51403.2020.9317291.pdf
10.1109/icaict51780.2020.9333456,convolutional neural system • profound neural system,icaict51780.2020.9333456.pdf
10.1109/etcce51779.2020.9350870,Parkinson's malady • Parkinson's sickness,etcce51779.2020.9350870.pdf
10.1109/icais50930.2021.9395899,enthusiastic condition • social separating AND COVID,icais50930.2021.9395899.pdf
10.1109/iccci50826.2021.9402536,K-closest neighbors • crude information,iccci50826.2021.9402536.pdf
10.1109/iciccs51141.2021.9432109,polynomial relapse • straight relapse,iciccs51141.2021.9432109.pdf
10.1109/ibdap52511.2021.9552120,K-closest neighbors • hereditary calculation,ibdap52511.2021.9552120.pdf
10.1109/icccnt51525.2021.9579827,back vector machine • gullible Bayes,icccnt51525.2021.9579827.pdf
10.1109/jsen.2021.3077578,Gaussian blend models • choice tree,jsen.2021.3077578.pdf
10.1109/jsyst.2021.3103696,far-flung sensor • gatherings clustering~10,jsyst.2021.3103696.pdf
10.1109/icssit53264.2022.9716502,brilliant metering • sun oriented energy,icssit53264.2022.9716502.pdf
10.1109/icrito.2015.7359249,programming bundle • self sorting out,icrito.2015.7359249.pdf
10.1109/cesys.2016.7889855,gatherings clustering~10 • worldwide temperature alteration,cesys.2016.7889855.pdf
10.1109/pestse.2016.7516436,hereditary calculation • populace hereditary,pestse.2016.7516436.pdf
10.1109/pdgc.2016.7913121,condition of-craftsmanship • high-exactness,pdgc.2016.7913121.pdf
10.1109/icett.2016.7873780,PC upheld • lung knob,icett.2016.7873780.pdf
10.1109/wccct.2016.36,information distribution center • prescient model,wccct.2016.36.pdf
10.1109/iementech.2017.8076942,human services conveyance • shrewd gadget,iementech.2017.8076942.pdf
10.1109/rteict.2017.8256639,flag to commotion • indicator to commotion,rteict.2017.8256639.pdf
10.1109/ic3tsn.2017.8284475,clever home • keen gadget,ic3tsn.2017.8284475.pdf
10.1109/icac3.2017.8318760,bunching clustering~20 • locale of intrigue,icac3.2017.8318760.pdf
10.1109/icisc.2018.8398973,remaining vitality • vitality utilization,icisc.2018.8398973.pdf
10.1109/isncc.2018.8530984,exactness and review • prescient model,isncc.2018.8530984.pdf
10.1109/iccsp.2018.8524443,directing convention • steering convention,iccsp.2018.8524443.pdf
10.1109/icssa.2018.8535952,upper appendage • versatile hub,icssa.2018.8535952.pdf
10.1109/icsns.2018.8573682,remaining vitality • vitality utilization,icsns.2018.8573682.pdf
10.1109/iccs.2018.00016,figuring asset • man in the center,iccs.2018.00016.pdf
10.1109/cesys.2018.8723954,Wavelet change • highlight portrayal,cesys.2018.8723954.pdf
10.1109/icaict.2018.8746924,choice emotionally supportive • likelihood thickness,icaict.2018.8746924.pdf
10.1109/iceeccot43722.2018.9001368,Rayleigh blurring • genuine esteemed,iceeccot43722.2018.9001368.pdf
10.1109/iccsp.2019.8698073,populace thickness • working framework AND operating system,iccsp.2019.8698073.pdf
10.1109/icaccs.2019.8728503,gatherings clustering~10 • prescient model,icaccs.2019.8728503.pdf
10.1109/icsss.2019.8882831,actuation work • bunching strategies,icsss.2019.8882831.pdf
10.1109/aidas47888.2019.8970976,man-made brainpower • man-made consciousness,aidas47888.2019.8970976.pdf
10.1109/iccike47802.2019.9004275,blunder rate • facial acknowledgement OR facial acknowledgment,iccike47802.2019.9004275.pdf
10.1109/i2ct45611.2019.9033864,concealed neuron • sun oriented energy,i2ct45611.2019.9033864.pdf
10.1109/ic4me247184.2019.9036647,as pursues • high-exactness,ic4me247184.2019.9036647.pdf
10.1109/becithcon48839.2019.9063188,world wellbeing association • nutrient B12 AND vitamin,becithcon48839.2019.9063188.pdf
10.1109/confluence47617.2020.9057939,ghastly bunching • profound learning AND deep learning,confluence47617.2020.9057939.pdf
10.1109/icaccs48705.2020.9074287,feeling acknowledgment • profound learning AND deep learning,icaccs48705.2020.9074287.pdf
10.1109/sceecs48394.2020.68,cardiovascular breakdown • coronary illness,sceecs48394.2020.68.pdf
10.1109/icict50521.2020.00024,hereditary calculation • repetitive neural networks,icict50521.2020.00024.pdf
10.1109/aset48392.2020.9118286,carboxylic corrosive • elective vitality,aset48392.2020.9118286.pdf
10.1109/iciccs48265.2020.9121116,preparation information • yield layer AND neural,iciccs48265.2020.9121116.pdf
10.1109/iccsea49143.2020.9132915,fake neural • self sorting out,iccsea49143.2020.9132915.pdf
10.1109/idea49133.2020.9170704,concealed layer • facial acknowledgement OR facial acknowledgment,idea49133.2020.9170704.pdf
10.1109/icecce49384.2020.9179345,coronary course • heart assault,icecce49384.2020.9179345.pdf
10.1109/iccsp48568.2020.9182342,area of intrigue • convolutional neural system,iccsp48568.2020.9182342.pdf
10.1109/cispsse49931.2020.9212229,arbitrary strolls • fluffy rationale,cispsse49931.2020.9212229.pdf
10.1109/icosec49089.2020.9215381,malignant hub • vitality utilization,icosec49089.2020.9215381.pdf
10.1109/cicn49253.2020.9242603,sigmoid capacity • swarm improvement,cicn49253.2020.9242603.pdf
10.1109/sces50439.2020.9236754,innocent Bayes • unaided AI,sces50439.2020.9236754.pdf
10.1109/i-smac49090.2020.9243602,prescient model • supply route AND artery,i-smac49090.2020.9243602.pdf
10.1109/honet50430.2020.9322830,direct relapse • squared mistake,honet50430.2020.9322830.pdf
10.1109/indicon49873.2020.9342456,facial acknowledgement OR facial acknowledgment • viewpoint proportion,indicon49873.2020.9342456.pdf
10.1109/punecon50868.2020.9362382,observational examination • preparation information,punecon50868.2020.9362382.pdf
10.1109/icict50816.2021.9358735,machine perusing • secret layer,icict50816.2021.9358735.pdf
10.1109/icicv50876.2021.9388566,dimensionality decrease • profound learning AND deep learning,icicv50876.2021.9388566.pdf
10.1109/esci50559.2021.9396877,heat move • warmth move,esci50559.2021.9396877.pdf
10.1109/icais50930.2021.9395873,savvy contract • brilliant AND keen AND savvy AND shrewd,icais50930.2021.9395873.pdf
10.1109/icais50930.2021.9395964,crude information • high-exactness,icais50930.2021.9395964.pdf
10.1109/iciccs51141.2021.9432339,highlight extraction • preparing information AND (training set OR training dataset),iciccs51141.2021.9432339.pdf
10.1109/icodt252288.2021.9441532,discourse-to-message • high-exactness,icodt252288.2021.9441532.pdf
10.1109/icaccs51430.2021.9441735,facial highlights • sign to noise,icaccs51430.2021.9441735.pdf
10.1109/icoei51242.2021.9452966,content-to-discourse • outwardly debilitated,icoei51242.2021.9452966.pdf
10.1109/icaem53552.2021.9547150,crude information • mind waves,icaem53552.2021.9547150.pdf
10.1109/icirca51532.2021.9544897,choice tree • hereditary programming,icirca51532.2021.9544897.pdf
10.1109/icses52305.2021.9633834,high-exactness • profound learning AND deep learning,icses52305.2021.9633834.pdf
10.1109/icaccs54159.2022.9784986,information distribution center • pre-handling,icaccs54159.2022.9784986.pdf
10.1109/icatcct.2015.7456882,bunching clustering~20 • cross-breed system,icatcct.2015.7456882.pdf
10.1109/cicn.2016.62,Fourier change • indistinguishable twins,cicn.2016.62.pdf
10.1109/icices.2016.7518943,bargained hub • specially appointed system,icices.2016.7518943.pdf
10.1109/wispnet.2016.7566397,bargained accounts • blunder rate,wispnet.2016.7566397.pdf
10.1109/iccicct.2016.7988012,bolster vector machine • disappointment rate,iccicct.2016.7988012.pdf
10.1109/iceeot.2016.7755290,liver disappointment • upper appendage,iceeot.2016.7755290.pdf
10.1109/iciinfs.2016.8262987,square blunder • yield layer AND neural,iciinfs.2016.8262987.pdf
10.1109/icnets2.2017.8067968,speaker subordinate • speaker-subordinate,icnets2.2017.8067968.pdf
10.1109/icrtccm.2017.77,K-closest neighbors • figuring asset,icrtccm.2017.77.pdf
10.1109/icices.2017.8070731,information recuperation • middle of the road hub,icices.2017.8070731.pdf
10.1109/icisim.2017.8122190,fluffy rationale • fluffy set,icisim.2017.8122190.pdf
10.1109/iceice.2017.8191907,fluffy rationale • genuine esteemed,iceice.2017.8191907.pdf
10.1109/sai.2017.8252120,dimensionality decrease • pre-handling,sai.2017.8252120.pdf
10.1109/iconstem.2017.8261275,attractive reverberation • likelihood esteem,iconstem.2017.8261275.pdf
10.1109/iciiecs.2017.8276171,computerized reasoning • hereditary calculation,iciiecs.2017.8276171.pdf
10.1109/cesys.2017.8321200,counterfeit neural • hereditary calculation,cesys.2017.8321200.pdf
10.1109/intelcct.2017.8324056,Wavelet change • pre-preparing,intelcct.2017.8324056.pdf
10.1109/icaccaf.2017.8344739,directing convention • worldwide situating framework,icaccaf.2017.8344739.pdf
10.1109/iss1.2017.8389421,ecologically cordial • worldwide temperature alteration,iss1.2017.8389421.pdf
10.1109/icecds.2017.8389678,pre-handling • pre-preparing,icecds.2017.8389678.pdf
10.1109/icpcsi.2017.8392135,crude information • restorative imaging,icpcsi.2017.8392135.pdf
10.1109/iss1.2017.8389398,Fourier change • Wavelet change,iss1.2017.8389398.pdf
10.1109/ctceec.2017.8455038,discourse acknowledgement OR discourse acknowledgment • repetitive neural networks,ctceec.2017.8455038.pdf
10.1109/iccubea.2017.8463912,likelihood thickness • viewpoint proportion,iccubea.2017.8463912.pdf
10.1109/icics.2018.00014,optical character acknowledgment • pre-preparing,icics.2018.00014.pdf
10.1109/icacci.2018.8554416,coronary illness • enthusiastic condition,icacci.2018.8554416.pdf
10.1109/icacci.2018.8554523,actuation work • counterfeit neural,icacci.2018.8554523.pdf
10.1109/icmmt.2018.8563889,bosom malignancy • disappointment rate,icmmt.2018.8563889.pdf
10.1109/cccs.2018.8586836,bunching clustering~20 • fluffy C implies,cccs.2018.8586836.pdf
10.1109/icirca.2018.8597178,lung knob • processed tomography (CT),icirca.2018.8597178.pdf
10.1109/iccons.2018.8662924,recurrence band • return misfortune,iccons.2018.8662924.pdf
10.1109/peeic.2018.8665477,Wavelet change • pre-handling,peeic.2018.8665477.pdf
10.1109/icace.2018.8687093,repetitive neural networks • sustenance security,icace.2018.8687093.pdf
10.1109/sysmart.2018.8746942,facial acknowledgement OR facial acknowledgment • keen home,sysmart.2018.8746942.pdf
10.1109/iccsdet.2018.8821170,hereditary calculation • vitality utilization,iccsdet.2018.8821170.pdf
10.1109/rteict42901.2018.9012595,vitality utilization • vitality utilize,rteict42901.2018.9012595.pdf
10.1109/ic3i44769.2018.9007255,K-closest neighbors • preparation information,ic3i44769.2018.9007255.pdf
10.1109/icrieece44171.2018.9008536,parallel blend • sunlight based cell,icrieece44171.2018.9008536.pdf
10.1109/rteict42901.2018.9012131,hereditary calculation • picture highlights AND image features,rteict42901.2018.9012131.pdf
10.1109/rteict42901.2018.9012229,worldwide situating framework • profound learning AND deep learning,rteict42901.2018.9012229.pdf
10.1109/aicai.2019.8701415,figuring asset • prescient model,aicai.2019.8701415.pdf
10.1109/icaccs.2019.8728324,vitality utilization • versatile stages AND mobile,icaccs.2019.8728324.pdf
10.1109/icaccs.2019.8728401,likelihood esteem • prescient model,icaccs.2019.8728401.pdf
10.1109/icsets.2019.8745066,Wavelet change • highlight extraction,icsets.2019.8745066.pdf
10.1109/icactm.2019.8776804,coronary illness • heart ailments,icactm.2019.8776804.pdf
10.1109/iccmc.2019.8819757,pre-handling • surface unpleasantness,iccmc.2019.8819757.pdf
10.1109/iceca.2019.8822058,highlight extraction • pre-preparing,iceca.2019.8822058.pdf
10.1109/icoei.2019.8862757,decent contender • discourse acknowledgement OR discourse acknowledgment,icoei.2019.8862757.pdf
10.1109/icecct.2019.8869339,observational examination • preparation information,icecct.2019.8869339.pdf
10.1109/vitecon.2019.8899401,attractive reverberation • mind tumor,vitecon.2019.8899401.pdf
10.1109/incos45849.2019.8951411,bunching clustering~20 • steering table AND network,incos45849.2019.8951411.pdf
10.1109/icccis48478.2019.8974531,enthusiastic state • information digging,icccis48478.2019.8974531.pdf
10.1109/peeic47157.2019.8976473,directing convention • specially appointed system,peeic47157.2019.8976473.pdf
10.1109/icssit46314.2019.8987836,recurrence band • sign to clamor,icssit46314.2019.8987836.pdf
10.1109/icces45898.2019.9002580,fluffy rationale • noise evacuation,icces45898.2019.9002580.pdf
10.1109/i-smac47947.2019.9032514,help vector machine • highlight extraction,i-smac47947.2019.9032514.pdf
10.1109/i-smac47947.2019.9032546,recurrence band • versatile correspondence AND network,i-smac47947.2019.9032546.pdf
10.1109/iscon47742.2019.9036156,extricated highlights • facial acknowledgement OR facial acknowledgment,iscon47742.2019.9036156.pdf
10.1109/icdcs48716.2020.243546,highlight extraction • locale of enthusiasm,icdcs48716.2020.243546.pdf
10.1109/iccmc48092.2020.iccmc-00040,pre-preparing • secret layer,iccmc48092.2020.iccmc-00040.pdf
10.1109/icaccs48705.2020.9074361,highlights are extricated • in genuine time,icaccs48705.2020.9074361.pdf
10.1109/ic3a48958.2020.233276,as pursues • populace size,ic3a48958.2020.233276.pdf
10.1109/icics49469.2020.239564,remaining vitality • vitality utilization,icics49469.2020.239564.pdf
10.1109/icict48043.2020.9112384,molecule swarm • swarm streamlining,icict48043.2020.9112384.pdf
10.1109/temscon47658.2020.9140074,information digging • preparing information AND (training set OR training dataset),temscon47658.2020.9140074.pdf
10.1109/icoei48184.2020.9142935,specially appointed system • versatile hub,icoei48184.2020.9142935.pdf
10.1109/hora49412.2020.9152894,crude information • preparation dataset,hora49412.2020.9152894.pdf
10.1109/icesc48915.2020.9156012,affiliation rule mining • k-implies bunching,icesc48915.2020.9156012.pdf
10.1109/icabcd49160.2020.9183829,counterfeit neural • palatable execution,icabcd49160.2020.9183829.pdf
10.2139/ssrn.3852906,actuation capacities • actuation work • administered learning calculations • administered learning • bunch size • common language handling • completely associated layer • convolutional neural organization • enactment capacities • fake neural • info and yield • informational collection • initiation work • intermittent neural organizations • neural associations • neural organization • pixel esteems • preparing and testing • preparing information • profound CNN • random timberland • repetitive neural network • repetitive neural organizations • secret layer • supposition examination • text arrangement • unaided learning • yield layers • yield layer AND neural • profound learning AND deep learning,ssrn.3852906.pdf
10.1016/j.matpr.2021.01.847,K-closest neighbors • actuation work • artificial neural organizations • completely associated layer • discourse acknowledgement OR discourse acknowledgment • discourse acknowledgment • enactment capacities • highlight extraction • info and yield • neural organization • normal language preparing • picture division • picture handling • picture preparing • pre-preparing • preparation information • preparing information • preparing pictures • redressed straight unit • separate the highlights • yield layers • yield layer AND neural • profound learning AND deep learning,j.matpr.2021.01.847.pdf
10.2139/ssrn.3170761,K-closest neighbors • PC vision • Wavelet change • completely associated layer • concealed layer • concealed neuron • convolution neural system • convolutional neural system • covered layer • discourse recognition • face acknowledgment • help vector machine • non-straight change • preparing and testing • preparing information • recognizable proof • shrouded neuron • straight change • yield layers • yield layer AND neural • profound learning AND deep learning,ssrn.3170761.pdf
10.2139/ssrn.3998408,AI calculation • blunder rate • calculated relapse • choice tree • counterfeit neural organization • counterfeit neural • distinguishing proof • include choice • information mining • informational collection • informational index • logistic relapse • multi-facet perceptron • neural organization • pre-handling • recognizable proof • secret layer • type I blunder,ssrn.3998408.pdf
10.2139/ssrn.3884923,AI calculation • clever home • discourse acknowledgement OR discourse acknowledgment • discourse acknowledgment • discourse-to-message • face acknowledgment • info and yield • keen home • man-made brainpower • picture handling • shrewd gadget • shrewd home • voice acknowledgment • working framework • brilliant AND keen AND savvy AND shrewd • versatile stages AND mobile • working framework AND operating system,ssrn.3884923.pdf
10.1016/j.measen.2022.100476,AI calculation • back proliferation • backing vector machine • brain organization • choice tree • computerized reasoning • digital assault • include choice • information mining • informational collection • preparation dataset • preparation information • preparation set • regulated AI calculation • vaticination AND algorithm • back proliferation AND neural,j.measen.2022.100476.pdf
10.1016/j.comcom.2019.12.013,Fourier change • PC vision • disappointment rate • distinguishing proof • picture handling • picture preparing • pre-preparing • quick Fourier change • shrewd city • square blunder,j.comcom.2019.12.013.pdf
10.1016/j.micpro.2021.103920,K-implies • PC vision • computerized reasoning • facial highlights • feeling recognition • highlight extraction • neural associations • neural organization • picture grouping • picture order • repetitive neural organizations • repetitive organization • surface highlights • yield layers • yield layer AND neural,j.micpro.2021.103920.pdf
10.2139/ssrn.3125996,DDoS assault • back proliferation • choice tree • disavowal of administration • fluffy rationale • fuzzy rationale • high-exactness • information mining • informational collection • informational index • manufactured neural • named information • speculation capacity • back spread AND neural • back proliferation AND neural,ssrn.3125996.pdf
10.1016/j.matpr.2022.05.398,AI calculation • blunder rate • design acknowledgment • element extractor • exactness accuracy~5 • extricates highlights • high-exactness • huge information • include choice • move learning • neural organization • pre-handling • regulated AI calculation • teachable boundaries • back spread AND neural,j.matpr.2022.05.398.pdf
10.2139/ssrn.3781292,monetary development • recognizable proof,ssrn.3781292.pdf
10.2139/ssrn.4019442,"K-implies • affiliation rule mining • choice emotionally supportive • coronary illness • direct blend • electronic wellbeing records • exactness, review • fluffy rationale • hereditary calculation • huge information • information digging • information mining • mean supreme mistake • picture grouping • profound learning AND deep learning",ssrn.4019442.pdf
