All Tips,Altmetric,Assessor,Citations,DOI,Detector,Doctype,PubPeer Users,Publisher,Title,Tortured Phrases,Venue,Year
2,0,Invitation for human assessors,0,10.1109/icaccs51430.2021.9441710,tortured,proceeding,–,Institute of Electrical and Electronics Engineers (IEEE),Recent Study on Image Denoising using Deep CNN Techniques,Wavelet change • pre-handling,2021 7th International Conference on Advanced Computing and Communication Systems (ICACCS),2021
2,0,Invitation for human assessors,0,10.1109/icaccs51430.2021.9441705,tortured,proceeding,–,Institute of Electrical and Electronics Engineers (IEEE),Automated Fiber Quantification for Alzheimer’s Disease Diagnosis from Neuropsychological Biomarkers,coronary illness • low pay nations,2021 7th International Conference on Advanced Computing and Communication Systems (ICACCS),2021
2,0,Invitation for human assessors,0,10.1109/iciccs51141.2021.9432194,tortured,proceeding,–,Institute of Electrical and Electronics Engineers (IEEE),Improving the Precision of Data by segregating Malicious Node from Sensor Network's,noxious hub • pernicious hub,2021 5th International Conference on Intelligent Computing and Control Systems (ICICCS),2021
2,0,Invitation for human assessors,0,10.1109/ectidamtncon51128.2021.9425732,tortured,proceeding,–,Institute of Electrical and Electronics Engineers (IEEE),A Web-based Information Management System for Scientific Research,computerized reasoning • social database AND SQL,"2021 Joint International Conference on Digital Arts, Media and Technology with ECTI Northern Section Conference on Electrical, Electronics, Computer and Telecommunication Engineering",2021
2,0,Invitation for human assessors,0,10.1109/i2ct51068.2021.9418162,tortured,proceeding,–,Institute of Electrical and Electronics Engineers (IEEE),Innovative Approach to Enhance the Lifespan of Wireless Sensor Networks,hereditary calculation • steering convention,2021 6th International Conference for Convergence in Technology (I2CT),2021
2,0,Invitation for human assessors,0,10.1109/ipec51340.2021.9421069,tortured,proceeding,–,Institute of Electrical and Electronics Engineers (IEEE),Hypergraph Regularized SVM and Its Application Emotion Detection,help vector machine • squared mistake,"2021 IEEE Asia-Pacific Conference on Image Processing, Electronics and Computers (IPEC)",2021
2,0,Invitation for human assessors,0,10.1109/iccmc51019.2021.9418430,tortured,proceeding,–,Institute of Electrical and Electronics Engineers (IEEE),Chronic Kidney Disease Stage Identification in HIV Infected Patients using Machine Learning,kidney sickness • persistent kidney sickness,2021 5th International Conference on Computing Methodologies and Communication (ICCMC),2021
2,0,Invitation for human assessors,0,10.1109/iccmc51019.2021.9418275,tortured,proceeding,–,Institute of Electrical and Electronics Engineers (IEEE),Performance Evaluation of Multi-Tier Application by using the Comprehensive Workload Modelling in the Cloud,extraordinary ID • figuring asset,2021 5th International Conference on Computing Methodologies and Communication (ICCMC),2021
2,0,Invitation for human assessors,0,10.1109/iccmc51019.2021.9418016,tortured,proceeding,–,Institute of Electrical and Electronics Engineers (IEEE),An Extensible Framework for Sentiment Analysis based on Opinion Disambiguation,penmanship acknowledgment • prescient exactness,2021 5th International Conference on Computing Methodologies and Communication (ICCMC),2021
2,0,Invitation for human assessors,0,10.1109/iccci50826.2021.9402336,tortured,proceeding,–,Institute of Electrical and Electronics Engineers (IEEE),Artificial Conversational Agent using Robust Adversarial Reinforcement Learning,concealed layer • profound learning AND deep learning,2021 International Conference on Computer Communication and Informatics (ICCCI),2021
2,0,Invitation for human assessors,0,10.1109/iccci50826.2021.9402459,tortured,proceeding,–,Institute of Electrical and Electronics Engineers (IEEE),A Scrutinized study on DoS attacks in Wireless Sensor Networks and need of SDN in Mitigating DoS attacks,help vector machine • secret node,2021 International Conference on Computer Communication and Informatics (ICCCI),2021
2,0,Invitation for human assessors,0,10.1109/icict4sd50815.2021.9396903,tortured,proceeding,–,Institute of Electrical and Electronics Engineers (IEEE),A New Coordination Approach to Mitigate Composition Attack,blunder rate • crude information,2021 International Conference on Information and Communication Technology for Sustainable Development (ICICT4SD),2021
2,0,Invitation for human assessors,0,10.1109/elconrus51938.2021.9396503,tortured,proceeding,–,Institute of Electrical and Electronics Engineers (IEEE),LFNNR: Light Follower Neural Network Robot Conducted by Machine Learning Technique,squared blunder • yield layer AND neural,2021 IEEE Conference of Russian Young Researchers in Electrical and Electronic Engineering (ElConRus),2021
2,0,Invitation for human assessors,0,10.1109/icicv50876.2021.9388586,tortured,proceeding,–,Institute of Electrical and Electronics Engineers (IEEE),Birthday Protocol for Efficient Node Deployment and Neighbour Discovery in Wireless Sensor Network,directing convention • middle of the road hub,2021 Third International Conference on Intelligent Communication Technologies and Virtual Mobile Networks (ICICV),2021
2,0,Invitation for human assessors,0,10.1109/icicv50876.2021.9388539,tortured,proceeding,–,Institute of Electrical and Electronics Engineers (IEEE),Web usage Mining: A Comparison of WUM Category Web Mining Algorithms,data blunder • man-made consciousness,2021 Third International Conference on Intelligent Communication Technologies and Virtual Mobile Networks (ICICV),2021
2,0,Invitation for human assessors,0,10.1109/icicv50876.2021.9388529,tortured,proceeding,–,Institute of Electrical and Electronics Engineers (IEEE),Deep Learning based Framework for Text Detection,condition of-craftsmanship • high-exactness,2021 Third International Conference on Intelligent Communication Technologies and Virtual Mobile Networks (ICICV),2021
2,0,Invitation for human assessors,0,10.1109/icicv50876.2021.9388401,tortured,proceeding,–,Institute of Electrical and Electronics Engineers (IEEE),Analysis on Simulation Tools for Underwater Wireless Sensor Networks (UWSNs),steering convention • versatile hub,2021 Third International Conference on Intelligent Communication Technologies and Virtual Mobile Networks (ICICV),2021
2,0,Invitation for human assessors,0,10.1109/icict50816.2021.9358595,tortured,proceeding,–,Institute of Electrical and Electronics Engineers (IEEE),A study of Dual Band Reformed Square Slot DRA for Wireless System,recurrence band • viewpoint proportion,2021 6th International Conference on Inventive Computation Technologies (ICICT),2021
2,0,Invitation for human assessors,0,10.1109/icict50816.2021.9358558,tortured,proceeding,–,Institute of Electrical and Electronics Engineers (IEEE),Critical Factors Influencing the Adoption of Cloud Computing in Indian Private Sector Organizations,monetary misfortunes • straight relapse,2021 6th International Conference on Inventive Computation Technologies (ICICT),2021
2,0,Invitation for human assessors,0,10.1109/temsmet51618.2020.9557450,tortured,proceeding,–,Institute of Electrical and Electronics Engineers (IEEE),A Compact Safety System for Women Security using IoT,mishap casualties • shrewd gadget,"2020 IEEE International Conference on Technology, Engineering, Management for Societal impact using Marketing, Entrepreneurship and Talent (TEMSMET)",2020
2,0,Invitation for human assessors,0,10.1109/gcwot49901.2020.9391615,tortured,proceeding,–,Institute of Electrical and Electronics Engineers (IEEE),Rain Attenuation Models for Mobile Satellite Communication in Sudan,Gaussian appropriations • likelihood thickness,2020 Global Conference on Wireless and Optical Technologies (GCWOT),2020
2,0,Invitation for human assessors,0,10.1109/inbush46973.2020.9392184,tortured,proceeding,–,Institute of Electrical and Electronics Engineers (IEEE),Personalised Heart Monitoring and Reporting System,coronary illness • heart ailments,"2020 Research, Innovation, Knowledge Management and Technology Application for Business Sustainability (INBUSH)",2020
2,0,Invitation for human assessors,0,10.1109/csrswtc50769.2020.9372669,tortured,proceeding,–,Institute of Electrical and Electronics Engineers (IEEE),Dual-Target Respiratory Signal Detection Based on Ultra-wideband Radar,Fourier change • fast Fourier change,2020 Cross Strait Radio Science & Wireless Technology Conference (CSRSWTC),2020
2,0,Invitation for human assessors,0,10.1109/icacccn51052.2020.9362747,tortured,proceeding,–,Institute of Electrical and Electronics Engineers (IEEE),Modality based Alzheimer's disease analysis: an insight,positron discharge tomography • spinal string,"2020 2nd International Conference on Advances in Computing, Communication Control and Networking (ICACCCN)",2020
2,0,Invitation for human assessors,0,10.1109/icac51239.2020.9357130,tortured,proceeding,–,Institute of Electrical and Electronics Engineers (IEEE),WANHEDA: A Machine Learning Based DDoS Detection System,prescient model • super vector machine,2020 2nd International Conference on Advancements in Computing (ICAC),2020
2,0,Invitation for human assessors,0,10.1109/isssc50941.2020.9358825,tortured,proceeding,–,Institute of Electrical and Electronics Engineers (IEEE),An Artificial Intelligence approach to Social Networks agent task scheduling analysis in map-reduce for Sentiment Opinion Analysis,pre-handling • supposition examination,"2020 IEEE International Symposium on Sustainable Energy, Signal Processing and Cyber Security (iSSSC)",2020
2,0,Invitation for human assessors,0,10.1109/icmlant50963.2020.9355986,tortured,proceeding,–,Institute of Electrical and Electronics Engineers (IEEE),Palm vein pattern: Extraction and Authentication,highlight extraction • indistinguishable twins,2020 IEEE International Conference on Machine Learning and Applied Network Technologies (ICMLANT),2020
2,0,Invitation for human assessors,0,10.1109/ickii50300.2020.9318786,tortured,proceeding,–,Institute of Electrical and Electronics Engineers (IEEE),Efficient Frequency Domain Feature Extraction Model using EPS and LDA for Human Activity Recognition,Fourier change • gullible Bayes,202020 3rd IEEE International Conference on Knowledge Innovation and Invention (ICKII),2020
2,0,Invitation for human assessors,0,10.1109/iciss49785.2020.9315925,tortured,proceeding,–,Institute of Electrical and Electronics Engineers (IEEE),An Enhanced Design of E-learning Courses based on Instructional Model of SCO in MANET,specially appointed system • versatile hub,2020 3rd International Conference on Intelligent Sustainable Systems (ICISS),2020
2,0,Invitation for human assessors,0,10.1109/inmic50486.2020.9318081,tortured,proceeding,–,Institute of Electrical and Electronics Engineers (IEEE),Optimized and Feasible Sustainable Energy System for Remotes Areas in Sindh by Utilizing HOMER,ozone harming substance • vitality utilization,2020 IEEE 23rd International Multitopic Conference (INMIC),2020
